company_name,industry,funding_rounds,total_funding,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead,last_funding_year,last_funding_month,last_funding_day,last_funding_day_of_week,last_funding_day_of_year,last_funding_week_of_year,last_funding_is_weekend
"Becker, Martinez and Lowe",Healthcare,4.30362130137776,5587318.1,17.027433606299496,-2.6279266074644663,Sales,5.3,11.6,-29406.93736842105,331,83809771.5,0,2024,3,26,1,86,13,False
Fisher-Stewart,Fintech,2.9630929424761323,213420.01,6.040903379281152,40.198724812933,Engineering,14.3,0.9,56.31134828496042,517,1280520.06,0,2023,9,22,4,265,38,False
"Smith, Jones and Thomas",Fintech,2.161172278833022,1346041.75,11.751476319821355,39.85129982402809,Operations,18.6,-0.2,339.0533375314861,507,16152501.0,0,2023,10,2,0,275,40,False
Murray-Williams,SaaS,0.91087470354556,6153448.56,7.3516633546985,48.19159015046354,Engineering,28.4,10.5,1417.8452903225805,1560,49227588.48,0,2020,11,13,4,318,46,False
Navarro-Whitaker,Tech,1.984646886204136,3203877.5,12.895231477545837,17.444083944033956,Marketing,24.5,6.3,1392.9902173913044,501,35242652.5,1,2023,10,8,6,281,40,True
Vargas-Orozco,Tech,4.736918275528145,1924176.26,8.748115532915056,14.445298120754565,Operations,24.9,3.4,1317.9289452054795,1298,17317586.34,0,2021,8,2,0,214,31,False
"Sellers, Arias and Johnson",SaaS,4.577378298640419,10873715.43,14.25160320048047,-3.502070811066217,Operations,29.2,11.6,-45307.147625,844,152232016.01999998,0,2022,10,30,6,303,43,True
"Johnson, Lucero and Hernandez",Retail,2.3942709968905938,1601217.3,12.545154227389997,24.255107148466607,Marketing,16.1,10.4,705.3820704845815,272,19214607.6,1,2024,5,24,4,145,21,False
Hensley and Sons,SaaS,1.9405058016748469,9034179.44,11.149676912096671,-0.5300736129690095,Sales,12.3,8.3,180683.5888,268,99375973.84,0,2024,5,28,1,149,22,False
Fritz-Mcmahon,SaaS,3.052544698409392,427118.88,10.719265144143614,-2.893220303990211,Sales,8.1,14.7,-2847.4592,173,4271188.8,0,2024,8,31,5,244,35,True
Bryant-Arias,Fintech,3.181387104726416,1787374.15,17.12693923716268,30.342868386181603,Operations,13.5,4.7,524.156642228739,861,26810612.25,1,2022,10,13,3,286,41,False
Leach PLC,Tech,3.601571280054396,6600074.62,8.099321185857793,34.80411664040835,Marketing,27.3,-0.4,2108.6500383386583,721,52800596.96,0,2023,3,2,3,61,9,False
Anderson PLC,Retail,2.5036747760800884,2671554.61,13.52313037961498,16.85371956027896,Operations,7.0,-4.6,1805.104466216216,1787,37401764.54,0,2020,3,31,1,91,14,False
Scott LLC,Tech,3.140499822535276,7260653.41,9.024928844326295,29.44280827697744,Operations,28.7,7.9,1915.7396860158312,597,65345880.69,0,2023,7,4,1,185,27,False
"Lewis, Leach and Holmes",Retail,0.7213774044082574,12715322.85,4.20144607865644,15.219920182299775,Sales,14.8,-3.3,6326.031268656716,603,63576614.25,0,2023,6,28,2,179,26,False
Pruitt and Sons,Fintech,3.278620843236301,7491990.99,5.11003855585865,26.159956335465807,Engineering,14.9,10.8,3315.040261061947,722,37459954.95,0,2023,3,1,2,60,9,False
Roberts and Sons,Retail,3.622485934393615,3085951.17,17.695106480916504,33.15062657998422,Operations,9.1,0.7,1086.602524647887,1366,55547121.06,1,2021,5,26,2,146,21,False
Nguyen-Mercer,Fintech,1.8231061334019587,2725551.83,10.370529616483353,48.03178319968208,Marketing,7.1,6.6,591.2259934924078,271,27255518.3,0,2024,5,25,5,146,21,True
Jones LLC,Retail,2.47480917469736,454689.14,12.225071094815558,30.22881908841393,Marketing,9.2,-2.4,152.58024832214767,1569,5910958.82,0,2020,11,4,2,309,45,False
Duffy LLC,SaaS,5.68998734832708,4786134.89,6.969635275026054,16.994638200809543,Operations,12.2,3.8,2492.7785885416665,150,33502944.23,0,2024,9,23,0,267,39,False
Stevens Group,Tech,2.0649388301240044,3285013.47,13.799780726445649,29.706855826792307,Engineering,23.0,4.6,1080.596536184211,1405,39420161.64,0,2021,4,17,5,107,15,True
Solis-Galloway,Healthcare,3.4928990947251477,312733.12,6.308057840148416,2.919127810634468,Marketing,9.1,-4.7,727.2863255813953,1734,2189131.84,0,2020,5,23,5,144,21,True
Gomez PLC,Fintech,1.998107267369392,2241205.99,9.001594921344154,29.46368031718672,Marketing,28.3,-2.1,631.3256309859156,457,17929647.92,0,2023,11,21,1,325,47,False
Shaw-Salas,Fintech,4.273192156863119,2667016.95,8.375175555190264,36.682683220082765,Marketing,6.1,-1.9,732.6969642857143,1201,21336135.6,0,2021,11,7,6,311,44,True
Mcclure Ltd,Tech,2.2751246095870066,5478743.95,12.738190821933795,-7.274319130236467,Operations,7.8,4.3,-9131.239916666667,85,71223671.35000001,0,2024,11,27,2,332,48,False
Berry-Duncan,Fintech,8.57534540522012,1914905.09,9.8466989945852,35.32112999804278,Sales,25.6,13.1,559.9137690058479,463,17234145.810000002,0,2023,11,15,2,319,46,False
Fields-Baker,Retail,2.032288876401549,7003595.25,13.714921781609124,37.66055882053608,Sales,12.0,12.9,1786.6314413265304,917,98050333.5,1,2022,8,18,3,230,33,False
Rodriguez PLC,Healthcare,4.971556457159971,4769076.46,14.58963534040358,-2.702949789655946,Operations,15.0,2.1,-28053.39094117647,1193,71536146.9,0,2021,11,15,0,319,46,False
"Rivera, Dyer and Christensen",Tech,4.787136203829977,6105859.42,3.719666848550554,10.372997702557,Operations,8.8,4.2,6495.595127659574,1546,24423437.68,0,2020,11,27,4,332,48,False
"Horton, Smith and Mendoza",Healthcare,0.8923905774156866,3850683.84,8.572347315588981,31.336145207624984,Engineering,7.1,1.8,948.4442955665024,1154,38506838.4,0,2021,12,24,4,358,51,False
"Brown, Carroll and Lynn",Tech,1.903869697697817,10231857.84,12.354761233417594,21.27181163994098,Marketing,10.5,13.4,4507.42636123348,1056,102318578.4,0,2022,4,1,4,91,13,False
"Beck, Dunn and Potter",Fintech,5.914040144974911,4943881.93,6.377135516105532,17.244367493437398,Sales,11.9,5.0,2237.0506470588234,952,29663291.58,0,2022,7,14,3,195,28,False
Massey-Bernard,Retail,1.999970149734673,3815788.58,5.480765997666735,38.11797675160794,Engineering,5.2,0.3,1006.8043746701848,1417,22894731.48,0,2021,4,5,0,95,14,False
"Hill, Hartman and Scott",Retail,4.010545565601592,7900295.23,9.466985925727467,26.79750744895304,Engineering,6.1,10.8,2821.534010714286,1134,86903247.53,1,2022,1,13,3,13,2,False
"Peters, Perez and Carney",Retail,1.919784986163092,1493473.2,5.751966230799873,38.13509661831357,Sales,16.7,-3.2,465.2564485981308,1623,8960839.2,0,2020,9,11,4,255,37,False
Smith-Watson,Healthcare,2.1026753567063463,4493528.78,5.05166573520145,-4.843284242373191,Operations,18.7,14.4,-12838.65365714286,1353,26961172.68,0,2021,6,8,1,159,23,False
Carter PLC,Fintech,2.725897077016306,3114140.93,9.743838074118337,33.2892956992641,Engineering,17.0,6.3,843.9406314363144,379,37369691.16,1,2024,2,7,2,38,6,False
Mcgee-Roberts,Tech,2.0882527911266284,4613061.38,11.13323432666868,22.30763420887953,Marketing,28.6,7.1,2041.1776017699117,525,50743675.18,1,2023,9,14,3,257,37,False
"Montoya, Cox and Kane",Retail,2.170373221472691,3495966.03,9.4774531028896,14.863487014066791,Marketing,19.0,6.1,2009.175879310345,698,27967728.24,0,2023,3,25,5,84,12,True
Ferguson Group,Healthcare,2.490419064086919,9522167.28,13.035799334369733,43.76812196841783,Sales,16.2,9.0,2194.047760368664,1498,104743840.08,1,2021,1,14,3,14,2,False
Brennan-Matthews,Tech,2.304395351399032,7086371.86,10.36515087604398,-2.8267079924423406,Marketing,6.4,0.9,-39368.73255555556,240,70863718.60000001,0,2024,6,25,1,177,26,False
"Schmidt, Vargas and Mack",Tech,4.596673188455623,4843728.3,3.805051859140849,12.325026181000345,Marketing,29.6,9.9,3874.98264,39,24218641.5,0,2025,1,12,6,12,2,True
Cline Inc,Retail,3.1375878149076266,6659951.94,7.2972430024280674,9.0590576107217,Marketing,22.1,-5.0,5692.266615384616,577,46619663.580000006,0,2023,7,24,0,205,30,False
Mccarthy-Phillips,Fintech,3.694684654094735,1515022.87,5.361033174657829,-3.007205323325035,Marketing,7.6,-2.4,-6886.467590909091,1696,9090137.22,0,2020,6,30,1,182,27,False
"Williams, Gonzales and Vaughan",SaaS,4.93468527158114,8728181.48,6.827666694776471,33.32797972489574,Sales,9.8,6.5,2693.883172839506,746,61097270.36,0,2023,2,5,6,36,5,True
Small Group,Tech,1.8867598910023973,948724.54,5.060902393956962,-4.271374381368563,Marketing,5.4,3.3,-3388.301928571429,918,4743622.7,0,2022,8,17,2,229,33,False
"Leonard, Buchanan and Harmon",Healthcare,1.9179328481166824,1880854.64,5.76357603281426,36.880411176508666,Operations,22.0,-1.0,469.04105735660846,765,13165982.48,0,2023,1,17,1,17,3,False
White PLC,Healthcare,3.0031928960311287,3717347.21,6.027425271637742,-3.5131733507642195,Operations,13.2,7.6,-14297.48926923077,640,26021430.47,0,2023,5,22,0,142,21,False
Garcia Ltd,Tech,2.2016371635874328,7208421.41,17.185273634611764,21.735186966489948,Marketing,19.9,13.1,3482.329183574879,734,115334742.56,1,2023,2,17,4,48,7,False
"Munoz, Smith and Harris",Fintech,4.320882952728852,1382428.23,7.912740660765591,27.38720026969964,Sales,11.6,-0.8,433.36308150470217,1081,11059425.84,0,2022,3,7,0,66,10,False
"Wagner, Torres and Branch",Healthcare,3.753290600034586,3753404.47,10.514095104875608,7.45292259959305,Marketing,15.9,0.2,4265.232352272727,933,41287449.17,0,2022,8,2,1,214,31,False
"Delgado, Chavez and Manning",Tech,4.780023225906795,1317381.38,13.323041741652686,11.915098843389718,Sales,5.2,-4.3,1079.8208032786883,1270,15808576.56,0,2021,8,30,0,242,35,False
Vang-Reyes,Tech,2.101610346318168,8674257.75,10.639120254076104,3.412413710425981,Operations,12.9,-3.9,17702.566836734695,598,78068319.75,0,2023,7,3,0,184,27,False
Goodwin LLC,SaaS,1.9307242590968168,1601168.96,9.906876304323532,40.77133237929574,Marketing,28.2,14.2,386.7557874396135,1136,19214027.52,1,2022,1,11,1,11,2,False
"Dillon, Reid and Luna",Retail,2.8572718618580644,2297496.52,6.268520144017014,35.765681104231746,Operations,28.1,2.8,563.1118921568628,1249,16082475.64,0,2021,9,20,0,263,38,False
"Russell, Payne and Lawrence",Healthcare,2.196594366527055,3681709.56,4.936949566535163,3.681755083853696,Operations,12.1,10.9,7670.22825,282,18408547.8,0,2024,5,14,1,135,20,False
Montgomery-Webb,Retail,5.661195763094973,10064726.44,12.99923894981319,43.86247570831393,Sales,20.7,6.3,2485.1176395061725,1299,120776717.28,1,2021,8,1,6,213,30,True
Davis Inc,Healthcare,5.857847395661145,3711690.21,9.090845525924635,12.887884095089248,Sales,9.6,14.3,2729.1839779411766,528,33405211.89,0,2023,9,11,0,254,37,False
Martinez-Bridges,Healthcare,1.8750058795152804,1707575.08,7.238560707867487,4.430867417282771,Sales,29.2,1.9,3104.681963636364,904,11953025.56,0,2022,8,31,2,243,35,False
"Andrews, Chaney and Baker",SaaS,6.015344426138988,3990081.64,10.870399150312762,14.244094018204096,Engineering,15.7,5.0,2714.3412517006805,1575,43890898.04,0,2020,10,29,3,303,44,False
"Adkins, Sandoval and Crawford",Fintech,2.493998864299765,3041628.26,10.585941996285548,53.44917096775072,Operations,6.0,13.6,664.1109737991266,299,39541167.38,1,2024,4,27,5,118,17,True
"Frazier, Cunningham and Miller",Retail,6.277499097163551,9245973.02,8.379468506731385,-2.4513294936269765,Operations,25.0,5.4,-84054.30018181818,336,83213757.17999999,0,2024,3,21,3,81,12,False
Reid-Murray,Retail,3.077249091157684,8463780.0,15.920365052302392,39.85630407671094,Operations,10.5,-4.0,2049.341404358353,33,126956700.0,1,2025,1,18,5,18,3,True
Webb and Sons,Fintech,2.226863011194787,12426602.59,10.074542708633953,28.155333413984103,Operations,8.6,2.7,3957.5167484076433,855,124266025.9,0,2022,10,19,2,292,42,False
Jones LLC,SaaS,1.9150158257914784,3752940.03,8.787676110952347,5.0584877296362425,Sales,23.4,-1.6,5071.540581081081,544,33776460.27,0,2023,8,26,5,238,34,True
"Rodgers, Charles and Bailey",Tech,4.651833709626242,680380.47,11.26669058710626,20.033031281013976,Marketing,26.3,14.1,317.9347990654205,615,7484185.17,0,2023,6,16,4,167,24,False
Robertson-Dean,SaaS,3.3983234660111794,6767532.71,10.340207980362711,45.90246394189319,Marketing,25.0,8.7,1398.2505599173553,749,67675327.1,0,2023,2,2,3,33,5,False
Terry PLC,SaaS,2.883735748013318,241548.7,11.214093629363765,47.12067420406619,Sales,26.3,-4.0,47.45554027504912,1698,2898584.4000000004,0,2020,6,28,6,180,26,True
Floyd Ltd,SaaS,6.463178583196493,2187570.44,9.125207478876488,29.904334935379936,Sales,11.1,11.2,612.7648291316526,770,19688133.96,0,2023,1,12,3,12,2,False
"Ellis, Allen and Russell",Fintech,3.220872576406935,5168305.63,7.917444214230908,0.9305663717871258,Operations,24.6,-4.2,27201.60857894737,1617,46514750.67,0,2020,9,17,3,261,38,False
Barber PLC,Tech,2.686834332143036,6499080.51,6.014537746375542,33.02852000076198,Marketing,7.2,-0.0,1701.3299764397902,459,38994483.06,0,2023,11,19,6,323,46,True
Branch Inc,SaaS,1.0486607860345116,5525921.23,7.738368933127258,5.177251267884686,Marketing,22.9,8.3,8008.581492753624,191,44207369.84,0,2024,8,13,1,226,33,False
Hodges-Brandt,Fintech,3.573282171596127,4452932.78,4.534776460640886,16.381011454388908,Operations,15.0,-2.0,2588.9144069767444,700,17811731.12,0,2023,3,23,3,82,12,False
Davis PLC,Retail,7.757923451282343,5059039.39,9.384910632141668,31.805757203661955,Operations,23.6,-2.9,1492.3420029498525,1041,45531354.51,0,2022,4,16,5,106,15,True
"Hall, Rivera and Sullivan",Retail,2.972718049450864,6811471.2,4.541488838655856,6.80340417850637,Operations,24.7,-2.0,8013.495529411765,737,34057356.0,0,2023,2,14,1,45,7,False
Reeves-Hansen,Fintech,2.7480085850850724,373509.22,3.1234557652215096,34.23347789069875,Sales,25.6,-2.4,130.59762937062936,222,1120527.66,0,2024,7,13,5,195,28,True
Goodman PLC,SaaS,1.0246323909453152,2778773.4,7.573803753296988,15.577790349834094,Marketing,13.0,13.2,1396.368542713568,1323,22230187.2,0,2021,7,8,3,189,27,False
"Kennedy, Mcdonald and Grimes",Retail,1.6940415241795004,7614379.45,6.502307215325205,44.32370543245823,Engineering,26.1,4.0,1852.6470681265207,439,45686276.7,0,2023,12,9,5,343,49,True
Hunt Ltd,Tech,2.626373295913639,1842588.41,6.425614189303501,9.371125755109691,Engineering,23.3,-1.0,1588.4382844827585,1373,12898118.87,0,2021,5,19,2,139,20,False
Allen and Sons,Retail,3.8745176494698255,647628.97,8.865357016039855,45.03191032636598,Marketing,16.6,10.9,129.525794,1505,7123918.67,0,2021,1,7,3,7,1,False
Sandoval-Williamson,Retail,2.7461743208169413,4026149.63,8.341250202430441,23.80523235395314,Operations,5.4,3.7,1542.5860651340995,1367,36235346.67,0,2021,5,25,1,145,21,False
"Brown, Rodriguez and Chandler",Healthcare,4.539984493321796,3549662.39,7.138637788763338,5.989868035449911,Sales,27.4,13.9,4862.551219178083,1371,31946961.51,0,2021,5,21,4,141,20,False
Baldwin-Bradshaw,Healthcare,1.9786205738706677,6650267.93,8.738068942832443,39.45139260099796,Operations,14.7,-2.4,1709.580444730077,491,59852411.37,0,2023,10,18,2,291,42,False
"Collins, Murphy and Fletcher",Healthcare,1.992711785655617,4806234.42,2.546608127368088,46.03647959582406,Sales,27.4,4.3,1070.430828507795,519,14418703.26,0,2023,9,20,2,263,38,False
Spears Group,Fintech,4.35688294771863,964205.74,11.382442379182962,16.57311262060014,Sales,10.6,-2.5,541.6886179775281,895,11570468.88,0,2022,9,9,4,252,36,False
Harrington-Kennedy,Fintech,4.302177145229589,3918361.22,5.622248377138462,3.696188007174878,Marketing,21.1,11.4,8163.252541666667,340,19591806.1,0,2024,3,17,6,77,11,True
Davis-Terry,Fintech,5.377057906800347,7294364.01,14.03495337123185,38.27357393416359,Engineering,13.9,8.3,1929.7259285714288,1513,102121096.14,1,2020,12,30,2,365,53,False
"Davis, Robertson and Martin",SaaS,1.864292892873524,2697580.78,15.344142112361238,34.72607499096926,Marketing,7.6,10.5,633.2349248826291,849,40463711.7,1,2022,10,25,1,298,43,False
Cantrell-Graham,Retail,2.402455097628393,2911731.68,6.540528174810616,32.561935539491174,Engineering,10.0,2.5,724.3113631840796,267,20382121.76,0,2024,5,29,2,150,22,False
"Ross, Frederick and Dean",Healthcare,1.0788738876045243,8585459.12,5.810013037916341,14.897628012098115,Operations,8.6,8.8,5648.328368421052,891,60098213.84,0,2022,9,13,1,256,37,False
"Hernandez, Keller and Williams",Fintech,2.9024057358861883,3752930.24,8.682538948593443,0.0,Sales,17.4,8.8,37529.3024,533,33776372.160000004,0,2023,9,6,2,249,36,False
"Cisneros, Pugh and Odom",SaaS,3.117094639474684,805362.97,10.697760064307554,1.8696104065097727,Engineering,28.5,0.3,2684.5432333333333,957,8053629.699999999,0,2022,7,9,5,190,27,True
Roth-Washington,SaaS,2.353729130729131,2053891.39,11.94097756991614,18.188704561327903,Operations,19.2,-4.3,978.043519047619,1727,26700588.07,1,2020,5,30,5,151,22,True
Welch-Carter,Fintech,5.873902550094006,915731.0,8.7952372984651,24.583925251186496,Marketing,9.5,8.1,325.8829181494662,1425,8241579.0,0,2021,3,28,6,87,12,True
"White, Flowers and Walton",SaaS,2.852896313461645,5795900.49,3.642328165495315,36.95492935139594,Sales,14.9,-0.3,1459.9245566750628,1654,23183601.96,0,2020,8,11,1,224,33,False
"Deleon, Boyd and Warren",Healthcare,1.892226173169232,6911447.28,12.226530535463445,34.68064651071185,Operations,17.3,-0.0,1804.555425587468,597,76025920.08,1,2023,7,4,1,185,27,False
Smith and Sons,SaaS,8.92448056524467,11133586.1,13.359527300246178,29.810273522595665,Marketing,10.8,-3.0,3774.096983050848,1291,144736619.29999998,1,2021,8,9,0,221,32,False
Hayes-Hodge,SaaS,2.4908392612308994,4100799.08,12.120881060226132,4.113968702200834,Operations,21.0,8.7,7455.998327272728,1359,49209588.96,0,2021,6,2,2,153,22,False
"Palmer, Cook and Gilmore",Tech,1.966054810597496,3714012.4,11.057827689851685,49.984046535751794,Operations,5.3,-4.9,773.7525833333333,468,40854136.4,0,2023,11,10,4,314,45,False
Alvarez-Curtis,Fintech,5.448412451416185,6068003.39,7.550914203611828,13.771049800352888,Sales,26.6,6.8,3768.946204968944,500,42476023.73,0,2023,10,9,0,282,41,False
Bell-Baldwin,Tech,4.005359324691574,12688030.15,7.327695737575103,26.46867427346799,Sales,8.3,-1.1,4580.516299638989,958,114192271.35,0,2022,7,8,4,189,27,False
"Martinez, Le and Middleton",SaaS,1.9617511161217889,2311060.98,3.822096855764713,35.359783699490976,Engineering,20.3,3.4,796.9175793103449,536,9244243.92,0,2023,9,3,6,246,35,True
Martin-Johnson,Healthcare,1.0052137946645063,1766857.11,7.879671902853801,38.84868961453142,Marketing,14.7,13.2,467.422515873016,828,12367999.77,0,2022,11,15,1,319,46,False
Porter LLC,Tech,2.3128615434528417,7083336.1,8.460176842374873,3.608007355212895,Operations,7.7,-1.5,14166.6722,483,63750024.9,0,2023,10,26,3,299,43,False
Brown-Arnold,Retail,2.7754586703013566,171399.31,8.439595894399782,-6.410085171234737,Operations,23.0,12.2,-349.79451020408163,1232,1542593.79,0,2021,10,7,3,280,40,False
Clark-Martin,Fintech,3.2462137168643785,1491851.76,11.830806205924445,36.03870619657209,Operations,13.9,0.7,391.56214173228346,267,17902221.12,0,2024,5,29,2,150,22,False
"Franco, Rivera and Smith",SaaS,2.5250723572298144,8154547.64,12.362243922460395,12.699415867825474,Sales,6.6,1.5,4942.150084848485,469,114163666.96,1,2023,11,9,3,313,45,False
"Sanders, Chan and Torres",SaaS,2.746481404823487,819851.16,16.856125598168013,34.92400287890265,Operations,27.6,12.7,229.6501848739496,836,14757320.88,0,2022,11,7,0,311,45,False
Newman-Mckenzie,Retail,3.236185778074577,3014638.52,8.155512840670443,15.334691725926096,Operations,18.2,-3.5,1638.3905000000002,405,36175662.24,1,2024,1,12,4,12,2,False
Williams and Sons,Healthcare,2.5242258701801816,2737730.46,5.429978677188275,5.406700672687163,Sales,29.4,13.4,4277.70384375,1749,16426382.76,0,2020,5,8,4,129,19,False
Terry PLC,Retail,1.1216123712207748,264319.46,12.680406953670165,0.6245448915243782,Marketing,21.7,14.2,1554.820352941177,1573,3171833.5200000005,0,2020,10,31,5,305,44,True
Wang-Chen,Fintech,1.0266938400065366,5435640.76,9.678560707048527,13.385907578796123,Operations,20.6,12.0,3723.041616438356,738,48920766.84,0,2023,2,13,0,44,7,False
